mdl-(0,0,2)-150-F378908A4D697A6C	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3)	Δ = 150	bI-odd = ([[3],[1],[1]])	bI-even = ()	(1) : 16 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 16 x (irr-A3-4) + 3 x (irr-A3-6)	(1,2) : 1 x (irr-A3-4, irr-A3-4)
mdl-(0,0,2)-164-3F72F74C2E26D089	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3)	Δ = 164	bI-odd = ([[3],[1],[1]])	bI-even = ()	(1) : 15 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 15 x (irr-A4-5) + 3 x (irr-A4-10)	(1,2) : 1 x (irr-A3-4, irr-A4-5)
mdl-(0,0,2)-174-7D3EF4BA6D161A3D	vertices = (vtx-A03-83-1-3, vtx-C03-115-1-3)	Δ = 174	bI-odd = ([[3],[1],[1]])	bI-even = ()	(1) : 14 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 14 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(0,0,2)-176-D4A62FC19E7A3E58	vertices = (vtx-A03-83-1-3, vtx-C03-117-1-3)	Δ = 176	bI-odd = ([[3],[1],[1]])	bI-even = ()	(1) : 14 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 15.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(0,0,2)-177-34BD24931E0633F9	vertices = (vtx-A03-83-1-3, vtx-A05-118-1-3)	Δ = 177	bI-odd = ([[3],[1],[1]])	bI-even = ()	(1) : 14 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 14 x (irr-A5-6) + 3 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A5-6)
mdl-(0,0,2)-178-A305F99A37F5B0A2	vertices = (vtx-A03-83-1-3, vtx-A05-119-1-3)	Δ = 178	bI-odd = ([[3],[1],[1]])	bI-even = ()	(1) : 14 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 15 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 2 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A5-6)
mdl-(0,0,2)-178-D45FDF839D88510F	vertices = (vtx-A03-83-1-3, vtx-C03-119-1-3)	Δ = 178	bI-odd = ([[3],[1],[1]])	bI-even = ()	(1) : 14 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 17 x (irr-C3-6-q) + 1 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(0,0,2)-179-2A083996E738266C	vertices = (vtx-A03-83-1-3, vtx-A05-120-1-3)	Δ = 179	bI-odd = ([[3],[1],[1]])	bI-even = ()	(1) : 14 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 16 x (irr-A5-6) + 1 x (irr-A5-20-q) + 1 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A5-6)
mdl-(0,0,2)-180-8CC7AF374E48482C	vertices = (vtx-A03-83-1-3, vtx-C03-115-1-3)	Δ = 180	bI-odd = ([[3],[1],[1]])	bI-even = ()	(1) : 20 x (irr-A3-4)	(2) : 15 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(1,2) : 0.5 x (irr-A3-6, irr-C3-6-q)
mdl-(0,0,2)-180-1B7A67DD665A7BBF	vertices = (vtx-A03-83-1-3, vtx-A05-121-1-3)	Δ = 180	bI-odd = ([[3],[1],[1]])	bI-even = ()	(1) : 14 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 17 x (irr-A5-6) + 1.5 x (irr-A5-20-q)	(1,2) : 1 x (irr-A3-4, irr-A5-6)
