mdl-(0,0,3)-223-15E69B5676CF58E3	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A05-121-1-3)	Δ = 223	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 10 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 10 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 13 x (irr-A5-6) + 1.5 x (irr-A5-20-q)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-A3-4, irr-A5-6)
mdl-(0,0,3)-225-4F3FC75C8A85BD4C	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-117-1-3)	Δ = 225	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 10 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 16 x (irr-A3-4)	(3) : 12.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 0.5 x (irr-A3-6, irr-C3-6-q)
mdl-(0,0,3)-225-E38D2543B1AB350C	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-C03-115-1-3)	Δ = 225	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9 x (irr-A4-5) + 3 x (irr-A4-10)	(3) : 9 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-A4-5, irr-C3-6-q)
mdl-(0,0,3)-227-F6A8ECABE838B29A	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-119-1-3)	Δ = 227	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 10 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 16 x (irr-A3-4)	(3) : 14 x (irr-C3-6-q) + 1 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 0.5 x (irr-A3-6, irr-C3-6-q)
mdl-(0,0,3)-227-EA8B4DD4EECD022D	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-C03-117-1-3)	Δ = 227	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9 x (irr-A4-5) + 3 x (irr-A4-10)	(3) : 10.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-A4-5, irr-C3-6-q)
mdl-(0,0,3)-228-7D84DCF951BDCC3C	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A06-134-1-3)	Δ = 228	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 9 x (irr-A6-7) + 3 x (irr-A6-21)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A6-7)	(2,3) : 1 x (irr-A3-4, irr-A6-7)
mdl-(0,0,3)-228-294F3E352DEFF537	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-A05-118-1-3)	Δ = 228	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9 x (irr-A4-5) + 3 x (irr-A4-10)	(3) : 9 x (irr-A5-6) + 3 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-A4-5, irr-A5-6)
mdl-(0,0,3)-229-E933AC91845195DC	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-115-1-3)	Δ = 229	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 16 x (irr-A3-4)	(2) : 16 x (irr-A3-4)	(3) : 12 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,3) : 0.5 x (irr-A3-6, irr-C3-6-q)
mdl-(0,0,3)-229-F2B82F72ECD57974	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-A05-119-1-3)	Δ = 229	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9 x (irr-A4-5) + 3 x (irr-A4-10)	(3) : 10 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 2 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-A4-5, irr-A5-6)
mdl-(0,0,3)-229-9859A79C3DDE6CCC	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-C03-119-1-3)	Δ = 229	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9 x (irr-A4-5) + 3 x (irr-A4-10)	(3) : 12 x (irr-C3-6-q) + 1 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-A4-5, irr-C3-6-q)
mdl-(0,0,3)-229-783BE0348BBF0AB2	vertices = (vtx-A03-83-1-3, vtx-C03-115-1-3, vtx-C03-115-1-3)	Δ = 229	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(3) : 8 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-C3-6-q, irr-C3-6-q)
mdl-(0,0,3)-230-A918952072087755	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-A05-120-1-3)	Δ = 230	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9 x (irr-A4-5) + 3 x (irr-A4-10)	(3) : 11 x (irr-A5-6) + 1 x (irr-A5-20-q) + 1 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-A4-5, irr-A5-6)
mdl-(0,0,3)-231-D3BAED9200FEDD91	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-117-1-3)	Δ = 231	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 16 x (irr-A3-4)	(2) : 16 x (irr-A3-4)	(3) : 13.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,3) : 0.5 x (irr-A3-6, irr-C3-6-q)
mdl-(0,0,3)-231-474E2194AA946CCC	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-C03-115-1-3)	Δ = 231	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 15 x (irr-A3-4)	(2) : 9 x (irr-A4-5) + 3 x (irr-A4-10)	(3) : 10 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,3) : 1 x (irr-A4-5, irr-C3-6-q)
mdl-(0,0,3)-231-E12EFE539313BBFA	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-A05-121-1-3)	Δ = 231	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9 x (irr-A4-5) + 3 x (irr-A4-10)	(3) : 12 x (irr-A5-6) + 1.5 x (irr-A5-20-q)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-A4-5, irr-A5-6)
mdl-(0,0,3)-231-0A32A0F08BD7FEA1	vertices = (vtx-A03-83-1-3, vtx-C03-115-1-3, vtx-C03-117-1-3)	Δ = 231	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(3) : 9.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-C3-6-q, irr-C3-6-q)
mdl-(0,0,3)-232-843F4C99605F16E5	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C04-146-1-3)	Δ = 232	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 8 x (irr-C4-8-q) + 2 x (irr-C4-27)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-C4-8-q)	(2,3) : 1 x (irr-A3-4, irr-C4-8-q)
mdl-(0,0,3)-232-DD53A1521AD95BA1	vertices = (vtx-A03-83-1-3, vtx-C03-115-1-3, vtx-A05-118-1-3)	Δ = 232	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(3) : 8 x (irr-A5-6) + 3 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)	(1,3) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-C3-6-q, irr-A5-6)
mdl-(0,0,3)-233-A119D3DBB8C3DBFA	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-119-1-3)	Δ = 233	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 16 x (irr-A3-4)	(2) : 16 x (irr-A3-4)	(3) : 15 x (irr-C3-6-q) + 1 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,3) : 0.5 x (irr-A3-6, irr-C3-6-q)
mdl-(0,0,3)-233-537D838C3B1B1E74	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-C03-117-1-3)	Δ = 233	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 15 x (irr-A3-4)	(2) : 9 x (irr-A4-5) + 3 x (irr-A4-10)	(3) : 11.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,3) : 1 x (irr-A4-5, irr-C3-6-q)
mdl-(0,0,3)-233-8665CE5B856D6FFE	vertices = (vtx-A03-83-1-3, vtx-C03-115-1-3, vtx-A05-119-1-3)	Δ = 233	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(3) : 9 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 2 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)	(1,3) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-C3-6-q, irr-A5-6)
mdl-(0,0,3)-233-DF0747C86BAD071D	vertices = (vtx-A03-83-1-3, vtx-C03-115-1-3, vtx-C03-119-1-3)	Δ = 233	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(3) : 11 x (irr-C3-6-q) + 1 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-C3-6-q, irr-C3-6-q)
mdl-(0,0,3)-233-115D60AE0B74D7CD	vertices = (vtx-A03-83-1-3, vtx-C03-117-1-3, vtx-C03-117-1-3)	Δ = 233	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(3) : 9.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-C3-6-q, irr-C3-6-q)
mdl-(0,0,3)-234-3E9ECF0A6B7C3E43	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-G02-140-4-6)	Δ = 234	bI-odd = ([[3],[1],[1],[2]])	bI-even = ()	(1) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 14 x (irr-G2-7)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-G2-7)	(2,3) : 1 x (irr-A3-4, irr-G2-7)
mdl-(0,0,3)-234-1D6EE57F8C784E50	vertices = (vtx-A03-83-1-3, vtx-C03-115-1-3, vtx-A05-120-1-3)	Δ = 234	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(3) : 10 x (irr-A5-6) + 1 x (irr-A5-20-q) + 1 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)	(1,3) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-C3-6-q, irr-A5-6)
mdl-(0,0,3)-234-598753A5BA3C4395	vertices = (vtx-A03-83-1-3, vtx-C03-117-1-3, vtx-A05-118-1-3)	Δ = 234	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(3) : 8 x (irr-A5-6) + 3 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)	(1,3) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-C3-6-q, irr-A5-6)
mdl-(0,0,3)-235-0BD118B7E29CF0BA	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A06-141-1-3)	Δ = 235	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 14 x (irr-A6-7) + 1 x (irr-A6-35)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A6-7)	(2,3) : 1 x (irr-A3-4, irr-A6-7)
mdl-(0,0,3)-235-10E8F2D0DE7A30FC	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A07-149-1-3)	Δ = 235	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 8 x (irr-A7-8) + 3 x (irr-A7-28)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A7-8)	(2,3) : 1 x (irr-A3-4, irr-A7-8)
mdl-(0,0,3)-235-2413F90D87EA1173	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-149-4-6)	Δ = 235	bI-odd = ([[3],[1],[1],[2]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 16 x (irr-A3-4) + 6 x (irr-A3-6)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 2 x (irr-A3-4, irr-A3-4)	(2,3) : 2 x (irr-A3-4, irr-A3-4)
mdl-(0,0,3)-235-A530DDFA1C633381	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-C03-119-1-3)	Δ = 235	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 15 x (irr-A3-4)	(2) : 9 x (irr-A4-5) + 3 x (irr-A4-10)	(3) : 13 x (irr-C3-6-q) + 1 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,3) : 1 x (irr-A4-5, irr-C3-6-q)
mdl-(0,0,3)-235-2702D3762950C3FE	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-A06-134-1-3)	Δ = 235	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-A4-5) + 3 x (irr-A4-10)	(3) : 8 x (irr-A6-7) + 3 x (irr-A6-21)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 1 x (irr-A3-4, irr-A6-7)	(2,3) : 1 x (irr-A4-5, irr-A6-7)
mdl-(0,0,3)-235-EA6BD08F8D61BCCD	vertices = (vtx-A03-83-1-3, vtx-C03-115-1-3, vtx-C03-115-1-3)	Δ = 235	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 14 x (irr-A3-4)	(2) : 8 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(3) : 9 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)	(1,3) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,3) : 1 x (irr-C3-6-q, irr-C3-6-q)
mdl-(0,0,3)-235-CFE6BBB26E612E16	vertices = (vtx-A03-83-1-3, vtx-C03-115-1-3, vtx-A05-121-1-3)	Δ = 235	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(3) : 11 x (irr-A5-6) + 1.5 x (irr-A5-20-q)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)	(1,3) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-C3-6-q, irr-A5-6)
mdl-(0,0,3)-235-55B5AF0135E90804	vertices = (vtx-A03-83-1-3, vtx-C03-117-1-3, vtx-A05-119-1-3)	Δ = 235	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(3) : 9 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 2 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)	(1,3) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-C3-6-q, irr-A5-6)
mdl-(0,0,3)-235-19D3FBFFE8458574	vertices = (vtx-A03-83-1-3, vtx-C03-117-1-3, vtx-C03-119-1-3)	Δ = 235	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(3) : 11 x (irr-C3-6-q) + 1 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-C3-6-q, irr-C3-6-q)
mdl-(0,0,3)-235-17C9B6B0A73898DD	vertices = (vtx-A03-83-1-3, vtx-A05-118-1-3, vtx-A05-118-1-3)	Δ = 235	bI-odd = ([[3],[1],[1],[1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-A5-6) + 3 x (irr-A5-15)	(3) : 8 x (irr-A5-6) + 3 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A5-6)	(1,3) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-A5-6, irr-A5-6)
